ds,cluster,y,yhat,yhat_upper,yhat_lower
2013-03-06T00:00:00.000Z,1,20286.89453125,21587.245211561043,29790.53385587665,13407.045848940093
2013-03-07T00:00:00.000Z,1,18376.58203125,19083.266127898623,27251.854692335277,10534.600610003123
2013-03-08T00:00:00.000Z,1,23532.205078125,21216.944091336743,29517.686119299207,12540.878556719099
2013-03-09T00:00:00.000Z,1,26817.609375,27431.62985506545,35459.622843055506,18571.641934108597
2013-03-10T00:00:00.000Z,1,22271.1875,27375.136262877324,36115.12528842265,19005.865576912594
2013-03-11T00:00:00.000Z,1,18559.4921875,23071.683394844757,31682.91129398532,14589.265766255072
2013-03-12T00:00:00.000Z,1,14283.763671875,21119.864991442624,29305.70211855676,12593.466272489255
2013-03-13T00:00:00.000Z,1,21243.365234375,23368.987164353886,31868.778838766466,14419.974730648679
2013-03-14T00:00:00.000Z,1,16063.2744140625,20670.219180138112,29159.29768551735,12339.24054505976
2013-03-15T00:00:00.000Z,1,23193.720703125,23420.88988900112,31494.67013258086,15280.090907671847
2013-03-16T00:00:00.000Z,1,30364.30078125,30363.316393525947,38660.4488628355,21272.2204087239
2013-03-17T00:00:00.000Z,1,23306.533203125,29126.203213732213,37442.26858409406,20631.08229241204
2013-03-18T00:00:00.000Z,1,19724.783203125,23785.0540199159,32280.84065486159,14977.687001797223
2013-03-19T00:00:00.000Z,1,16456.2265625,21576.951958997393,30317.36149848808,12802.667067615474
2013-03-20T00:00:00.000Z,1,25599.283203125,23594.011118802646,31337.645461838252,15489.054629164542
2013-03-21T00:00:00.000Z,1,17164.08203125,20640.37166641857,28926.12771487127,12274.798268359098
2013-03-22T00:00:00.000Z,1,24020.306640625,22368.726675192134,31224.702398447236,13935.834506770116
2013-03-23T00:00:00.000Z,1,27581.837890625,28231.92320079227,36603.525853579114,19952.992573356834
2013-03-24T00:00:00.000Z,1,23681.814453125,27740.411511803286,36637.07834335079,19650.932444675927
2013-03-25T00:00:00.000Z,1,20388.080078125,22951.04455057747,31349.84185134514,14448.164083015097
2013-03-26T00:00:00.000Z,1,17777.5703125,20565.856144876907,28923.079339412696,12124.132558492287
2013-03-27T00:00:00.000Z,1,21799.53125,22463.09189048547,30832.372889002545,14010.986462836165
2013-03-28T00:00:00.000Z,1,27089.140625,19376.68762654011,27964.52634495874,10776.903480268933
2013-03-29T00:00:00.000Z,1,28990.134765625,21011.58258722172,28771.918219259376,12627.787088756637
2013-03-30T00:00:00.000Z,1,26059.24609375,26877.629697578614,35505.549595258926,18116.765590368977
2013-03-31T00:00:00.000Z,1,21062.38671875,27156.736287732747,35714.56144051551,18959.114881699934
2013-04-01T00:00:00.000Z,1,20929.36328125,23223.77499662173,31648.165696059357,14494.301194165022
2013-04-02T00:00:00.000Z,1,19418.884765625,19858.180620599247,28718.931253733004,11476.006117453373
2013-04-03T00:00:00.000Z,1,21651.173828125,21006.53174972437,29011.36700802929,13102.120392108216
2013-04-04T00:00:00.000Z,1,17329.404296875,17922.926503644954,26552.064271194125,9367.557631447466
2013-04-05T00:00:00.000Z,1,22554.48046875,19615.67761810872,28149.949169570522,10588.0492950526
2013-04-06T00:00:00.000Z,1,28010.275390625,25520.8592244349,33899.243406622976,17092.896256954402
2013-04-07T00:00:00.000Z,1,23203.875,25011.812668770304,33579.78963030312,16658.40476453734
2013-04-08T00:00:00.000Z,1,18986.10546875,20169.1538591716,29165.68171807553,11294.204093270551
2013-04-09T00:00:00.000Z,1,16892.630859375,17774.68755013234,26260.38327244495,9374.754306227196
2013-04-10T00:00:00.000Z,1,19453.31640625,19726.626959548605,28660.523687712794,11155.2444501548
2013-04-11T00:00:00.000Z,1,16738.587890625,16637.13388093431,25617.54343380023,8359.585253599971
2013-04-12T00:00:00.000Z,1,21058.705078125,18352.073306160168,27042.99267517693,9713.751508616067
2013-04-13T00:00:00.000Z,1,25192.2578125,24291.27092572373,32535.06077432963,15684.172663176712
2013-04-14T00:00:00.000Z,1,21799.193359375,23769.115082002907,32258.961954735147,15010.528444547921
2013-04-15T00:00:00.000Z,1,17525.61328125,19715.577455521412,28001.80454181256,11554.283382151007
2013-04-16T00:00:00.000Z,1,16758.787109375,18213.022436184317,27210.145989634406,10598.11489948772
2013-04-17T00:00:00.000Z,1,19651.8203125,19179.482786823777,27869.233704256178,10590.061775339762
2013-04-18T00:00:00.000Z,1,15566.81640625,15247.094332079287,23863.10104461755,6712.170076763709
2013-04-19T00:00:00.000Z,1,21028.578125,16934.254276993073,25031.35180889332,8161.886049270856
2013-04-20T00:00:00.000Z,1,25855.845703125,22873.249868780324,31084.46402816779,14432.648141600583
2013-04-21T00:00:00.000Z,1,21383.3671875,22320.693432473363,30643.891245410075,13660.822711933824
2013-04-22T00:00:00.000Z,1,17074.09765625,17387.664416997664,25411.550407052982,8652.787235947213
2013-04-23T00:00:00.000Z,1,16377.474609375,14929.41601593032,23571.24299486154,6324.955040466733
2013-04-24T00:00:00.000Z,1,18674.25,16877.943890589355,25412.588136278308,8833.784603361937
2013-04-25T00:00:00.000Z,1,14576.025390625,13727.876529568412,22207.672810635482,5334.386376643229
2013-04-26T00:00:00.000Z,1,19769.32421875,15465.39180128926,23705.198681765552,7005.629695728757
2013-04-27T00:00:00.000Z,1,24380.81640625,21509.557060407118,29421.106923951575,13222.098739856847
2013-04-28T00:00:00.000Z,1,21883.9140625,21030.80247343842,29304.171601334558,13258.611272754359
2013-04-29T00:00:00.000Z,1,16878.5625,20052.47154870145,27742.948462340126,10967.931110713236
2013-04-30T00:00:00.000Z,1,15890.359375,14640.870606827842,22889.873624095406,5670.652384617407
2013-05-01T00:00:00.000Z,1,26932.330078125,27071.93069673591,35537.18086416662,18478.467109254572
2013-05-02T00:00:00.000Z,1,17380.42578125,13693.42055671573,22437.265737579648,5102.683380776596
2013-05-03T00:00:00.000Z,1,20157.919921875,14817.098846495222,23205.127149504187,6465.278354479162
2013-05-04T00:00:00.000Z,1,25003.921875,21095.805503903495,29384.044901771656,12901.390451785697
2013-05-05T00:00:00.000Z,1,27242.88671875,20815.70415271465,28177.40703516187,12253.639424571118
2013-05-06T00:00:00.000Z,1,17730.7890625,16112.797912346121,24877.806285827966,7702.895105640464
2013-05-07T00:00:00.000Z,1,16907.30859375,13959.417600473365,22264.624691476005,5594.31252869519
2013-05-08T00:00:00.000Z,1,19405.4765625,16290.113279313879,25374.766829140644,7961.246123491988
2013-05-09T00:00:00.000Z,1,16021.267578125,13475.403594935708,21944.282124902293,4626.693938945419
2013-05-10T00:00:00.000Z,1,18890.328125,15614.164580563367,24155.727804011978,7430.962477385327
2013-05-11T00:00:00.000Z,1,27140.34765625,24328.18122195255,32309.191202748556,16209.892477826934
2013-05-12T00:00:00.000Z,1,19832.49609375,19323.71824015287,28040.98227707996,10998.011907944929
2013-05-13T00:00:00.000Z,1,18351.3984375,17443.92834688115,26142.676962478068,9630.818946460256
2013-05-14T00:00:00.000Z,1,16806.41015625,15410.944259635966,23348.188832589356,7285.419348434562
2013-05-15T00:00:00.000Z,1,20181.501953125,18718.266358391622,27156.088904080352,9773.494912272052
2013-05-16T00:00:00.000Z,1,15024.1962890625,16920.596491561246,24863.237583544997,8549.673350726745
2013-05-17T00:00:00.000Z,1,18770.19140625,18122.33386811364,26754.975352226014,8942.124867634877
2013-05-18T00:00:00.000Z,1,25683.5546875,23891.18568024077,32435.08804294494,16013.465509605638
2013-05-19T00:00:00.000Z,1,26132.841796875,23778.346854744646,32071.253024899874,15324.657467554947
2013-05-20T00:00:00.000Z,1,17393.337890625,19137.684669364753,27534.94271232156,10362.957392191227
2013-05-21T00:00:00.000Z,1,15421.0302734375,17030.995513309572,25011.586774405867,8696.608141184379
2013-05-22T00:00:00.000Z,1,19097.3203125,19420.245494793664,27725.35403150318,10713.800932409558
2013-05-23T00:00:00.000Z,1,16149.5185546875,16543.295785809692,24670.999226281427,7938.931443447579
2013-05-24T00:00:00.000Z,1,28689.44140625,20189.449317357732,28654.144700197547,11796.141296582096
2013-05-25T00:00:00.000Z,1,23296.64453125,25106.07461440378,33669.66592990693,16450.263261709268
2013-05-26T00:00:00.000Z,1,23577.4609375,24839.298286633475,33226.38196271147,15927.458166459572
2013-05-27T00:00:00.000Z,1,17045.962890625,19985.88352787172,28606.548185603635,11259.041322551853
2013-05-28T00:00:00.000Z,1,16637.94921875,17728.373430936797,25501.593696581433,9242.72574373159
2013-05-29T00:00:00.000Z,1,18550.181640625,19970.787193864133,27808.07668246529,11839.843633121125
2013-05-30T00:00:00.000Z,1,16758.19140625,16919.159033068674,25611.07344874261,7969.218996995477
2013-05-31T00:00:00.000Z,1,17893.267578125,19744.44901617123,28947.316249609095,11534.321250102419
2013-06-01T00:00:00.000Z,1,27346.86328125,27086.811744202038,35563.987143494494,18145.882495986254
2013-06-02T00:00:00.000Z,1,30365.955078125,25685.423731022616,34818.97122632401,17699.364334187012
2013-06-03T00:00:00.000Z,1,19136.5078125,19914.391132664725,28826.791499782597,11586.928979944585
2013-06-04T00:00:00.000Z,1,18054.60546875,17536.670219910277,25424.99049869674,9208.832102601682
2013-06-05T00:00:00.000Z,1,19631.466796875,19731.389343297767,27706.0704334037,11902.840851880315
2013-06-06T00:00:00.000Z,1,15216.302734375,16624.11591932179,24857.254131178976,7236.819697928114
2013-06-07T00:00:00.000Z,1,20181.40625,18577.691552226104,26838.601698241295,10671.450882895811
2013-06-08T00:00:00.000Z,1,22595.556640625,25007.100397505754,34114.11615380912,16626.298019455025
2013-06-09T00:00:00.000Z,1,25885.2890625,24646.00789410738,32945.53434637575,16221.713530499286
2013-06-10T00:00:00.000Z,1,17724.4609375,19702.4267844646,28057.76224818209,10837.496238310181
2013-06-11T00:00:00.000Z,1,15482.5166015625,17371.25830892977,25687.333700337982,9313.025837221698
2013-06-12T00:00:00.000Z,1,19039.798828125,19651.984172397202,27898.217200674477,11110.540441093788
2013-06-13T00:00:00.000Z,1,15545.462890625,16608.33353410827,24465.58171041299,7463.84715379963
2013-06-14T00:00:00.000Z,1,19609.1328125,18661.883887157455,28185.783019079467,9933.743310873338
2013-06-15T00:00:00.000Z,1,27494.701171875,26099.117400269002,34873.97253181509,17686.97035497479
2013-06-16T00:00:00.000Z,1,22254.421875,26805.93931605633,35932.15043620387,18133.697618837858
2013-06-17T00:00:00.000Z,1,18564.30859375,20881.354421011194,28972.184176592473,11139.418722076973
2013-06-18T00:00:00.000Z,1,17320.654296875,17779.03258516697,26192.387639839806,9686.358676857662
2013-06-19T00:00:00.000Z,1,20030.62890625,20138.30075755077,28265.522158109787,11637.63074700438
2013-06-20T00:00:00.000Z,1,16398.3203125,17134.54747897384,25164.297820738208,8321.80041557138
2013-06-21T00:00:00.000Z,1,18617.263671875,19239.481437479884,28110.000216310676,10771.474209666207
2013-06-22T00:00:00.000Z,1,24023.1484375,25849.169490852673,34258.37653537734,17702.687285117474
2013-06-23T00:00:00.000Z,1,26286.26953125,25570.700943295393,34198.17054831152,17075.68146772779
2013-06-24T00:00:00.000Z,1,17967.6796875,20632.23392467154,28709.686705242573,12104.756155595596
2013-06-25T00:00:00.000Z,1,15349.884765625,18309.655990994164,26267.800160721665,10201.046197454894
2013-06-26T00:00:00.000Z,1,18363.244140625,20629.701008350356,28855.557072511026,12166.504052320228
2013-06-27T00:00:00.000Z,1,14350.7412109375,17529.36414424302,26206.246514061288,8738.22898282381
2013-06-28T00:00:00.000Z,1,18428.046875,19566.741976119276,27916.55806626701,10509.404444290747
2013-06-29T00:00:00.000Z,1,24813.34375,26133.542714875846,34422.7228067133,17917.682387481338
2013-06-30T00:00:00.000Z,1,27201.16796875,26644.508868054487,34985.61290464781,18712.956873851803
2013-07-01T00:00:00.000Z,1,21178.19140625,22566.288365827197,31434.140190728696,13655.009247585902
2013-07-02T00:00:00.000Z,1,18524.71875,19085.97641590497,28458.032831437216,11013.989429122305
2013-07-03T00:00:00.000Z,1,21269.728515625,20481.302218751967,28664.264803350274,11882.193969993858
2013-07-04T00:00:00.000Z,1,15918.7587890625,17267.771996781248,25905.294062694757,8744.45654005165
2013-07-05T00:00:00.000Z,1,18839.576171875,19248.233069442274,27589.082875895376,10606.480695187929
2013-07-06T00:00:00.000Z,1,24459.9609375,25807.70127989069,34695.74637505965,16920.12986466996
2013-07-07T00:00:00.000Z,1,26103.125,25383.509824459023,33505.703391576004,16399.32304962189
2013-07-08T00:00:00.000Z,1,17536.353515625,20239.485813652867,28546.712681125475,11955.335151900577
2013-07-09T00:00:00.000Z,1,17111.8671875,17781.203361960055,25910.751395452357,9252.84036988102
2013-07-10T00:00:00.000Z,1,19335.69921875,20040.583474687308,28294.58939390797,10996.960348546028
2013-07-11T00:00:00.000Z,1,15198.0712890625,16856.11526973146,25418.373811659567,7982.72515377899
2013-07-12T00:00:00.000Z,1,17962.404296875,18891.235005169103,27263.601433519943,10509.61049905068
2013-07-13T00:00:00.000Z,1,24872.126953125,25569.593945872697,33789.70958696487,16752.197156917482
2013-07-14T00:00:00.000Z,1,26874.029296875,25233.49666436274,33321.81079153668,16865.692896556608
2013-07-15T00:00:00.000Z,1,19737.40234375,21055.01076473312,29571.741846413275,12962.58912873611
2013-07-16T00:00:00.000Z,1,17350.037109375,19709.94926815436,28393.175020476752,11193.055642861556
2013-07-17T00:00:00.000Z,1,20936.73046875,21059.929903597385,29743.911707219766,12289.120238186946
2013-07-18T00:00:00.000Z,1,16053.3818359375,17130.2279191437,25766.513389433887,8970.720483920875
2013-07-19T00:00:00.000Z,1,19966.798828125,19312.789436806397,27688.31619814811,10558.664257925146
2013-07-20T00:00:00.000Z,1,24766.91015625,26165.748828304637,34283.51283498414,17691.149561363145
2013-07-21T00:00:00.000Z,1,26889.806640625,25950.032946956755,34283.65294684188,17313.5503999084
2013-07-22T00:00:00.000Z,1,18399.25390625,20953.407282422086,29428.042476515402,12515.294004267698
2013-07-23T00:00:00.000Z,1,17573.62109375,18680.008435788335,27117.417394436918,10558.912933661111
2013-07-24T00:00:00.000Z,1,18780.09765625,21182.069859300915,30131.291286504234,12784.877714635617
2013-07-25T00:00:00.000Z,1,18689.5859375,18143.564535441226,26550.052163718618,9326.891328880201
2013-07-26T00:00:00.000Z,1,19960.923828125,20372.05283801615,28953.229083708382,12486.047298434869
2013-07-27T00:00:00.000Z,1,24750.373046875,27263.118556603287,35855.85042929761,18168.151476960757
2013-07-28T00:00:00.000Z,1,27235.517578125,27024.150068332485,35495.48918033132,18109.704815399084
2013-07-29T00:00:00.000Z,1,18107.318359375,21953.275378589915,30665.290437046435,13503.669210555554
2013-07-30T00:00:00.000Z,1,17170.26171875,19594.708333967297,28197.935410625054,11128.067905323254
2013-07-31T00:00:00.000Z,1,21687.0703125,22910.678004069552,31536.479860265354,14448.16716061474
2013-08-01T00:00:00.000Z,1,19555.62890625,20743.231727349434,28979.19514156386,11533.772981686661
2013-08-02T00:00:00.000Z,1,21937.92578125,21768.11582496794,29900.39022109156,13266.12433373453
2013-08-03T00:00:00.000Z,1,27947.541015625,27677.106958408305,36313.81149502691,18126.052382582184
2013-08-04T00:00:00.000Z,1,28794.30859375,27256.74923580132,35511.91358563463,18418.29073717853
2013-08-05T00:00:00.000Z,1,20096.822265625,21961.270355451736,30627.816801060486,13926.747005762552
2013-08-06T00:00:00.000Z,1,19565.017578125,19392.93428872747,27430.11591054882,11049.932047787197
2013-08-07T00:00:00.000Z,1,20657.52734375,21623.520043337812,29915.687488450283,13325.516799335
2013-08-08T00:00:00.000Z,1,17104.04296875,18232.510975636,26600.045724110914,9451.099572320438
2013-08-09T00:00:00.000Z,1,20560.623046875,20147.757604629714,28893.69685460802,11869.366295735588
2013-08-10T00:00:00.000Z,1,26758.033203125,28010.160756714566,36241.26376064132,19897.49063780918
2013-08-11T00:00:00.000Z,1,27070.349609375,26211.702528135185,33910.12365617467,18199.05969865028
2013-08-12T00:00:00.000Z,1,20561.900390625,20755.574095490985,28989.21123889817,12352.90632745921
2013-08-13T00:00:00.000Z,1,17290.791015625,18061.69577437536,26476.14384237293,9565.48400961206
2013-08-14T00:00:00.000Z,1,20351.185546875,20224.0204714041,29143.185635480517,11827.064000277955
2013-08-15T00:00:00.000Z,1,17240.794921875,17681.42843084833,25992.162807940433,8896.4192549547
2013-08-16T00:00:00.000Z,1,22593.0546875,20628.618562190164,28939.12211428136,12081.027610164341
2013-08-17T00:00:00.000Z,1,27275.439453125,26237.148519528804,35534.132281211765,17563.138885706227
2013-08-18T00:00:00.000Z,1,27367.896484375,24826.100390421616,32986.816231151155,16443.91523425521
2013-08-19T00:00:00.000Z,1,20077.669921875,19404.554312920114,27585.893598728326,11261.673571904505
2013-08-20T00:00:00.000Z,1,17531.42578125,16796.641357349275,24471.07251375794,8092.245503004403
2013-08-21T00:00:00.000Z,1,21080.33203125,19092.24695588325,27232.95718758264,10755.76039326955
2013-08-22T00:00:00.000Z,1,17086.1953125,15744.824866969284,24166.74956574799,7903.432447465215
2013-08-23T00:00:00.000Z,1,19851.62890625,17794.961359032826,26325.26382164591,9303.182528974115
2013-08-24T00:00:00.000Z,1,25388.94140625,24645.732115917028,32511.668129123344,15555.383773045129
2013-08-25T00:00:00.000Z,1,28217.2578125,24245.027309047553,32673.785477330945,15907.889577236027
2013-08-26T00:00:00.000Z,1,19164.1484375,18964.984729875858,27754.992175044572,10767.12438509107
2013-08-27T00:00:00.000Z,1,17428.724609375,16491.013532491066,24621.142311525295,8239.990163451099
2013-08-28T00:00:00.000Z,1,19404.77734375,18916.66104801628,27178.85204896837,10317.096301833488
2013-08-29T00:00:00.000Z,1,15387.0322265625,15712.739154120647,23990.540701269423,7570.192662929789
2013-08-30T00:00:00.000Z,1,21438.58203125,17894.64139782774,26763.645623367676,9852.287665440881
2013-08-31T00:00:00.000Z,1,27125.26953125,25761.18424449457,34563.617642916506,17366.096771143955
2013-09-01T00:00:00.000Z,1,30321.7890625,26487.18961829525,35104.49169927907,18241.521152637368
2013-09-02T00:00:00.000Z,1,20217.37890625,20207.800104693328,29077.33242371252,12248.441340277594
2013-09-03T00:00:00.000Z,1,18275.3359375,16916.056115549192,26005.315186336982,8811.569157099668
2013-09-04T00:00:00.000Z,1,21363.919921875,19353.835398945634,27912.961917297005,10936.312379288966
2013-09-05T00:00:00.000Z,1,16470.783203125,16143.638219210485,24791.832747147975,8077.924772342476
2013-09-06T00:00:00.000Z,1,18744.3046875,18274.791268547364,26081.323149921012,9690.96511132617
2013-09-07T00:00:00.000Z,1,25109.970703125,25139.63796075289,33756.26213295889,16618.22065740284
2013-09-08T00:00:00.000Z,1,25713.2578125,24752.533727844766,33492.325115799686,16530.605149951487
2013-09-09T00:00:00.000Z,1,19013.6171875,19470.245207080665,27697.137041203554,10645.87816230701
2013-09-10T00:00:00.000Z,1,16472.087890625,16954.921553936863,25406.75250128477,8591.310707719567
2013-09-11T00:00:00.000Z,1,19590.849609375,19255.584931595993,27034.34481116849,11453.366701755269
2013-09-12T00:00:00.000Z,1,15226.8095703125,15926.60683127371,25089.323044335844,6955.624334093084
2013-09-13T00:00:00.000Z,1,18653.576171875,17922.943136473128,26676.667530155264,9889.717443242138
2013-09-14T00:00:00.000Z,1,23029.24609375,24626.24335494774,32947.00193664555,16050.582127488184
2013-09-15T00:00:00.000Z,1,27601.373046875,25031.642211790066,32942.13995500765,16421.54387755329
2013-09-16T00:00:00.000Z,1,19632.58984375,20687.386363296897,29049.43575079117,12133.960011727379
2013-09-17T00:00:00.000Z,1,17107.845703125,17003.784088344906,24977.793233612723,8331.556727343428
2013-09-18T00:00:00.000Z,1,20264.611328125,18342.500970442434,26495.644573591275,9788.81284582916
2013-09-19T00:00:00.000Z,1,15462.46875,14970.648419531804,23518.03184200783,7342.981645921334
2013-09-20T00:00:00.000Z,1,19488.603515625,16921.841435116963,25068.122317130932,8255.693564234789
2013-09-21T00:00:00.000Z,1,23521.341796875,23574.438022524097,31720.69732234072,15405.488132731394
2013-09-22T00:00:00.000Z,1,25398.314453125,23072.692893786378,31455.116651023207,14417.549506451307
2013-09-23T00:00:00.000Z,1,19535.57421875,17760.059109866514,26803.801553216414,9730.479613601457
2013-09-24T00:00:00.000Z,1,14706.560546875,15212.333310928527,23532.63916535017,6487.611589407555
2013-09-25T00:00:00.000Z,1,18475.931640625,17489.15150548488,26334.28370660645,8649.79737977697
2013-09-26T00:00:00.000Z,1,14643.625,14216.302955131643,22616.750574029782,5400.912396730848
2013-09-27T00:00:00.000Z,1,17814.9921875,16265.287523795329,25222.124326529323,7455.036186321944
2013-09-28T00:00:00.000Z,1,24174.078125,23009.700326194645,31500.303056338234,14553.265416775215
2013-09-29T00:00:00.000Z,1,21696.818359375,22639.704766238276,30776.68546809448,14200.530575433106
2013-09-30T00:00:00.000Z,1,19091.748046875,18392.956644650858,26647.01378725974,9983.444252570811
2013-10-01T00:00:00.000Z,1,18559.90234375,17007.547353536684,25448.31421676841,8647.558331041824
2013-10-02T00:00:00.000Z,1,21167.18359375,18336.137016254375,27145.476023696814,10344.803659059618
2013-10-03T00:00:00.000Z,1,16795.3828125,14347.449983708237,22366.010745644107,6415.868831706087
2013-10-04T00:00:00.000Z,1,20631.802734375,16503.56613585392,25250.14775211577,8069.3693001195015
2013-10-05T00:00:00.000Z,1,24310.572265625,23328.27049178778,31474.612694595493,15023.31599078925
2013-10-06T00:00:00.000Z,1,22108.423828125,23046.472526081816,31594.969770365413,14500.654470522477
