ds,family,y,yhat,yhat_upper,yhat_lower
2013-01-21T00:00:00.000Z,DRINK,51118.0,53729.738726619595,88869.57336290178,18788.868352635523
2013-01-22T00:00:00.000Z,DRINK,42931.0,47865.97961451736,81896.29434198208,13344.906067977767
2013-01-23T00:00:00.000Z,DRINK,43549.0,47727.69930590253,82905.04117429726,11930.718391211403
2013-01-24T00:00:00.000Z,DRINK,38394.0,42116.958364267135,77100.84538909611,3353.489376107389
2013-01-25T00:00:00.000Z,DRINK,46689.0,47807.959664753565,84532.07688902871,11348.488319987007
2013-01-26T00:00:00.000Z,DRINK,69586.0,67029.4313065419,99737.30407435914,30398.846310426
2013-01-27T00:00:00.000Z,DRINK,70851.0,75401.33801235304,105477.01446733825,41381.01889940397
2013-01-28T00:00:00.000Z,DRINK,42178.0,49845.08559207529,87240.30302461873,15772.253999203096
2013-01-29T00:00:00.000Z,DRINK,40592.0,43870.89684390986,77260.8735999409,12714.180007372885
2013-01-30T00:00:00.000Z,DRINK,44583.0,43672.76540479534,78964.93296524913,6966.392903777702
2013-01-31T00:00:00.000Z,DRINK,43078.0,39537.68498785928,73879.90966039304,3892.4583507620696
2013-02-01T00:00:00.000Z,DRINK,56866.0,49826.03187928729,83025.6717754638,16487.05984760737
2013-02-02T00:00:00.000Z,DRINK,79804.0,67368.81159554297,103345.25160555998,33169.58087431445
2013-02-03T00:00:00.000Z,DRINK,72329.0,71655.37858472216,109293.02153486099,37007.97560662861
2013-02-04T00:00:00.000Z,DRINK,44528.0,45900.92978930628,80529.9019005383,10899.437028709859
2013-02-05T00:00:00.000Z,DRINK,42741.0,39985.924970212196,72146.84573217478,6326.995562305803
2013-02-06T00:00:00.000Z,DRINK,46479.0,39958.46908805533,74646.44168814449,7860.857431412407
2013-02-07T00:00:00.000Z,DRINK,46000.0,34399.521733299705,69031.10924819019,333.958409364966
2013-02-08T00:00:00.000Z,DRINK,62111.0,40474.48902022895,77241.99086919242,7565.466681706995
2013-02-09T00:00:00.000Z,DRINK,67626.0,60461.17177619819,95318.74145450801,25856.9092536091
2013-02-10T00:00:00.000Z,DRINK,52689.0,69439.09551598171,102567.02132250136,34756.10814221231
2013-02-11T00:00:00.000Z,DRINK,47522.0,55856.13282367093,88211.23527321267,21154.053076721866
2013-02-12T00:00:00.000Z,DRINK,47483.0,50355.75261628737,85695.50047271833,16771.046639035765
2013-02-13T00:00:00.000Z,DRINK,46575.0,38772.414030785396,73348.48739952297,3527.5895579449816
2013-02-14T00:00:00.000Z,DRINK,41366.0,33691.49195624159,69378.86285030874,-1558.0423863533888
2013-02-15T00:00:00.000Z,DRINK,51659.0,42014.502619135914,78045.37101567532,7938.120355802177
2013-02-16T00:00:00.000Z,DRINK,81385.0,67463.73719641518,102214.65036899438,33497.79994010279
2013-02-17T00:00:00.000Z,DRINK,66902.0,75192.45553076315,108924.63450143122,41975.99974432626
2013-02-18T00:00:00.000Z,DRINK,51503.0,45597.011093891924,79675.63132495827,11617.868340183612
2013-02-19T00:00:00.000Z,DRINK,43284.0,40586.96942557809,73385.9713057972,5817.3715948309255
2013-02-20T00:00:00.000Z,DRINK,47312.0,41648.18103661649,75954.46593672708,7624.836669175986
2013-02-21T00:00:00.000Z,DRINK,41292.0,37067.91041995029,72320.40433212086,1454.6065221431932
2013-02-22T00:00:00.000Z,DRINK,46619.0,44379.6742336348,80995.50973464946,10246.454610691177
2013-02-23T00:00:00.000Z,DRINK,69259.0,65894.11806365683,101470.33598542062,30903.23185339929
2013-02-24T00:00:00.000Z,DRINK,77335.0,76112.39087434864,109268.2126192713,42053.44421930826
2013-02-25T00:00:00.000Z,DRINK,48718.0,50908.04785793878,82933.12210593879,13888.263354647786
2013-02-26T00:00:00.000Z,DRINK,41366.0,46187.66954113082,79950.31206771552,9624.596845469503
2013-02-27T00:00:00.000Z,DRINK,44791.0,47509.89991165289,81891.74640231495,13625.261679455409
2013-02-28T00:00:00.000Z,DRINK,42710.0,44705.3915792887,80710.39702755786,13166.972455860514
2013-03-01T00:00:00.000Z,DRINK,56760.0,56933.542135736745,92073.1323295331,24416.150155390034
2013-03-02T00:00:00.000Z,DRINK,86736.0,76712.80565351728,110899.92905949302,42444.959125230074
2013-03-03T00:00:00.000Z,DRINK,87516.0,82560.71788359576,119739.82344377779,49036.97547171768
2013-03-04T00:00:00.000Z,DRINK,55912.0,56938.10516798738,90473.09035278426,22342.311184768783
2013-03-05T00:00:00.000Z,DRINK,51642.0,51957.49272007274,85044.15678028963,15213.941802850251
2013-03-06T00:00:00.000Z,DRINK,50242.0,53012.252206999394,87033.04174256657,18355.919566782664
2013-03-07T00:00:00.000Z,DRINK,46922.0,48173.14255619589,83782.56669359056,13013.726840454492
2013-03-08T00:00:00.000Z,DRINK,51941.0,55341.25547521432,88205.45399543119,20443.637334430106
2013-03-09T00:00:00.000Z,DRINK,78980.0,76895.17131382204,111109.79560867899,41522.03477202415
2013-03-10T00:00:00.000Z,DRINK,78363.0,86791.05586453868,120758.49572017856,51005.95373395841
2013-03-11T00:00:00.000Z,DRINK,50501.0,60400.01401559489,95109.6402717077,27445.585458620702
2013-03-12T00:00:00.000Z,DRINK,42810.0,54846.49752428271,91050.08779145835,20228.60470579818
2013-03-13T00:00:00.000Z,DRINK,45023.0,55388.28435186768,89383.3830912108,18872.08529345347
2013-03-14T00:00:00.000Z,DRINK,39000.0,49974.3962015133,82376.73877763102,14030.509037493553
2013-03-15T00:00:00.000Z,DRINK,50897.0,58398.09987229397,91349.53172444092,22619.2767140636
2013-03-16T00:00:00.000Z,DRINK,76480.0,84544.50495805137,118390.88636053113,51337.53887805217
2013-03-17T00:00:00.000Z,DRINK,82922.0,92051.63017172109,126469.60150929603,60207.36542882091
2013-03-18T00:00:00.000Z,DRINK,47279.0,60448.44027534195,93929.79620649011,27360.528924625014
2013-03-19T00:00:00.000Z,DRINK,42741.0,54448.261934774506,88215.01372205027,19434.246320202023
2013-03-20T00:00:00.000Z,DRINK,47078.0,54659.41629480392,91289.39898892904,18946.525269784775
2013-03-21T00:00:00.000Z,DRINK,38349.0,48893.5924695848,83534.48880249535,14105.454256239664
2013-03-22T00:00:00.000Z,DRINK,50035.0,55456.27415282104,89434.00417998117,20789.324174324687
2013-03-23T00:00:00.000Z,DRINK,75968.0,76770.17624489644,111367.0481148003,41251.88574868622
2013-03-24T00:00:00.000Z,DRINK,75445.0,86259.41905604408,120903.01298229884,49694.36945327762
2013-03-25T00:00:00.000Z,DRINK,49999.0,58786.73371569574,93424.4763122068,26826.469978703848
2013-03-26T00:00:00.000Z,DRINK,42925.0,52664.46988981916,88798.70044793404,16153.659077094106
2013-03-27T00:00:00.000Z,DRINK,48816.0,52841.48162123979,89432.13385630629,18849.175826841154
2013-03-28T00:00:00.000Z,DRINK,55021.0,47011.52802055698,83056.02953524805,14120.44156613575
2013-03-29T00:00:00.000Z,DRINK,61859.0,53679.22813936277,87798.62517711896,19617.75713765791
2013-03-30T00:00:00.000Z,DRINK,76877.0,75192.77125142748,112657.43261633882,41983.76819651685
2013-03-31T00:00:00.000Z,DRINK,77181.0,86536.06152395588,121970.52912169891,53582.72950441871
2013-04-01T00:00:00.000Z,DRINK,60003.0,63787.373641569444,99551.49359457359,28744.38625454896
2013-04-02T00:00:00.000Z,DRINK,54001.0,55531.03429461813,90068.62980586206,19457.93450572849
2013-04-03T00:00:00.000Z,DRINK,55428.0,51075.67317357098,86230.8998899881,16348.108327141103
2013-04-04T00:00:00.000Z,DRINK,46133.0,45154.04047361451,81180.69417830919,10423.503247626466
2013-04-05T00:00:00.000Z,DRINK,54537.0,51807.156567820515,86745.22519671785,17736.38083632813
2013-04-06T00:00:00.000Z,DRINK,85635.0,73503.75063335296,108803.83601891156,39548.29666026655
2013-04-07T00:00:00.000Z,DRINK,85682.0,83101.64580904508,118519.19255108916,49043.12412712969
2013-04-08T00:00:00.000Z,DRINK,52047.0,54938.59572855674,89618.5330927845,20500.597340244414
2013-04-09T00:00:00.000Z,DRINK,47664.0,48525.13006331613,82421.22732620935,13510.873256215977
2013-04-10T00:00:00.000Z,DRINK,49143.0,48495.49606389187,81643.42461106136,16789.933702032624
2013-04-11T00:00:00.000Z,DRINK,47706.0,42282.13815684384,73849.6847910564,8670.5622768361
2013-04-12T00:00:00.000Z,DRINK,55103.0,48742.083732630206,84052.6504825332,13058.962576226055
2013-04-13T00:00:00.000Z,DRINK,78856.0,70392.53992316619,107364.85948167491,36212.981574063386
2013-04-14T00:00:00.000Z,DRINK,81527.0,79809.12865746698,112266.67915385273,43690.73200893599
2013-04-15T00:00:00.000Z,DRINK,52278.0,52837.79481364281,87225.97813059209,18071.49205741712
2013-04-16T00:00:00.000Z,DRINK,50665.0,51171.64419652676,88199.62093457628,16017.962409817024
2013-04-17T00:00:00.000Z,DRINK,48816.0,48757.05720868591,82239.14827959935,14066.865442393624
2013-04-18T00:00:00.000Z,DRINK,41733.0,37542.85112881881,75172.24938711547,3013.9901801203264
2013-04-19T00:00:00.000Z,DRINK,51501.0,43889.46360440908,81907.19141065645,11656.327964556627
2013-04-20T00:00:00.000Z,DRINK,76492.0,65625.82138672186,102209.65271812498,30411.14652509657
2013-04-21T00:00:00.000Z,DRINK,77845.0,75048.40563792165,107321.26662980598,40272.2645258443
2013-04-22T00:00:00.000Z,DRINK,47858.0,45995.41784974944,81023.1501958045,12401.062891204248
2013-04-23T00:00:00.000Z,DRINK,43351.0,39219.219444589646,74487.78343581758,2443.44166731307
2013-04-24T00:00:00.000Z,DRINK,47338.0,39050.22354975138,73376.97720656518,7475.333629379273
2013-04-25T00:00:00.000Z,DRINK,42482.0,32680.93017134326,66335.37886013258,-3177.871098202706
2013-04-26T00:00:00.000Z,DRINK,51952.0,39344.446985779265,73901.61239495616,4636.916972849285
2013-04-27T00:00:00.000Z,DRINK,78796.0,61611.4804193833,95815.1098469157,25623.244537389255
2013-04-28T00:00:00.000Z,DRINK,83114.0,71529.48670895057,108209.48160102106,36286.9449456837
2013-04-29T00:00:00.000Z,DRINK,48706.0,46598.7848506938,81762.05140282116,12553.128364756567
2013-04-30T00:00:00.000Z,DRINK,46729.0,38168.55177269081,73694.35471060124,2710.7171537660824
2013-05-01T00:00:00.000Z,DRINK,75080.0,63940.16027849794,99662.14855746225,30605.079488348547
2013-05-02T00:00:00.000Z,DRINK,51235.0,35794.632565713866,70408.29415019994,-841.9920501486554
2013-05-03T00:00:00.000Z,DRINK,56825.0,38376.75412104049,74413.21495578146,3328.062682917156
2013-05-04T00:00:00.000Z,DRINK,82517.0,61548.58964398163,96493.3650638792,26269.122230807872
2013-05-05T00:00:00.000Z,DRINK,91697.0,72272.34012612174,107897.68681853749,32882.222112127725
2013-05-06T00:00:00.000Z,DRINK,53947.0,43854.41664232229,78254.66897172484,6547.503430591778
2013-05-07T00:00:00.000Z,DRINK,45921.0,38179.038564305105,73034.26387685903,2026.8905616601123
2013-05-08T00:00:00.000Z,DRINK,48987.0,39273.383330647295,72801.45460811259,5513.539092253003
2013-05-09T00:00:00.000Z,DRINK,44287.0,34052.28050911542,68211.03650273848,37.676258994072434
2013-05-10T00:00:00.000Z,DRINK,51200.0,42119.222791413515,78723.27206154015,7541.882226849987
2013-05-11T00:00:00.000Z,DRINK,86983.0,71031.25100149946,105183.91430183755,35499.21273780307
2013-05-12T00:00:00.000Z,DRINK,69816.0,59655.90370605104,93262.53249010106,23307.606608631246
2013-05-13T00:00:00.000Z,DRINK,58821.0,49053.9324929617,84994.20645102918,14158.579518004384
2013-05-14T00:00:00.000Z,DRINK,48364.0,43642.40381538852,74829.92780144827,8520.383267937346
2013-05-15T00:00:00.000Z,DRINK,49711.0,46823.14910720656,82754.81185201168,10396.629202995182
2013-05-16T00:00:00.000Z,DRINK,46763.0,47004.30893069683,80172.58232919483,14190.888954390392
2013-05-17T00:00:00.000Z,DRINK,54176.0,52998.15581546323,88553.58240254202,17281.233769352293
2013-05-18T00:00:00.000Z,DRINK,83246.0,72213.53174668473,106687.56746869243,37373.516726982074
2013-05-19T00:00:00.000Z,DRINK,89043.0,83515.97493539532,119293.51945877587,49635.33610275838
2013-05-20T00:00:00.000Z,DRINK,51120.0,54768.97861140457,88033.61363036542,20354.407988600124
2013-05-21T00:00:00.000Z,DRINK,42483.0,49051.25798286202,83350.69550347647,16396.150921738175
2013-05-22T00:00:00.000Z,DRINK,47331.0,49989.698905679,84373.75833636074,15744.029329545763
2013-05-23T00:00:00.000Z,DRINK,47751.0,44378.526855410564,77815.18634293597,10995.927976203673
2013-05-24T00:00:00.000Z,DRINK,64927.0,40507.82665827903,73445.19915470023,5008.980779309302
2013-05-25T00:00:00.000Z,DRINK,69931.0,75790.61158653963,109712.6297476403,42589.36778629244
2013-05-26T00:00:00.000Z,DRINK,72833.0,86495.26163237757,118732.87842664485,50575.79742092138
2013-05-27T00:00:00.000Z,DRINK,50146.0,57180.89111074096,95088.19782302929,25342.19088786649
2013-05-28T00:00:00.000Z,DRINK,44066.0,50857.69139329124,89061.33751118153,15865.161360568103
2013-05-29T00:00:00.000Z,DRINK,47215.0,51317.73049816528,87862.11546254008,16709.61735641992
2013-05-30T00:00:00.000Z,DRINK,48103.0,45268.71980328949,80685.74260875866,12009.944669967937
2013-05-31T00:00:00.000Z,DRINK,49598.0,54414.905187981974,88382.00473231057,20140.058478058545
2013-06-01T00:00:00.000Z,DRINK,86125.0,82936.65490260937,118043.55712417493,46459.41167516415
2013-06-02T00:00:00.000Z,DRINK,99473.0,91034.6532991254,127164.9188462418,55374.1379324399
2013-06-03T00:00:00.000Z,DRINK,60558.0,56537.42644588006,92975.27528284637,22062.175523677713
2013-06-04T00:00:00.000Z,DRINK,52366.0,50030.257320612465,84374.85798309003,15513.457017007793
2013-06-05T00:00:00.000Z,DRINK,50992.0,50306.659920235354,84398.09090827988,15821.766486148115
2013-06-06T00:00:00.000Z,DRINK,44398.0,44143.97805113242,76373.16343897073,10338.476964792999
2013-06-07T00:00:00.000Z,DRINK,56405.0,51349.861003039165,86258.42652623008,18375.263230384193
2013-06-08T00:00:00.000Z,DRINK,74530.0,74455.69980332174,113042.40787203753,38454.18839400183
2013-06-09T00:00:00.000Z,DRINK,86963.0,84777.2925377617,122164.61316172425,49742.76215395615
2013-06-10T00:00:00.000Z,DRINK,54805.0,55367.81791235504,90111.79748979538,23210.50254299254
2013-06-11T00:00:00.000Z,DRINK,42173.0,48984.48309146421,84701.33916318402,14048.861933490018
2013-06-12T00:00:00.000Z,DRINK,49476.0,49399.62907988559,84544.62581687067,11872.292947155069
2013-06-13T00:00:00.000Z,DRINK,46522.0,43419.105947722586,80858.80789702311,7230.76074659535
2013-06-14T00:00:00.000Z,DRINK,50898.0,50788.497156083526,86333.36963072242,16987.518403791113
2013-06-15T00:00:00.000Z,DRINK,84062.0,75858.46530454213,112378.49639182509,41952.790506648365
2013-06-16T00:00:00.000Z,DRINK,75603.0,91628.99622225632,126896.76838127937,55698.22470820919
2013-06-17T00:00:00.000Z,DRINK,59394.0,60298.35462478145,92502.70792807465,26189.34232107774
2013-06-18T00:00:00.000Z,DRINK,48662.0,49237.82522305866,83534.09129502164,16128.025209030191
2013-06-19T00:00:00.000Z,DRINK,48518.0,49835.38775820134,83345.44437796238,15265.030905785638
2013-06-20T00:00:00.000Z,DRINK,44751.0,44028.62680813545,78627.21162425958,11099.320504232974
2013-06-21T00:00:00.000Z,DRINK,50770.0,51519.075735771294,83365.952922807,16475.404002069125
2013-06-22T00:00:00.000Z,DRINK,77716.0,74823.27494526438,107776.89258655369,39604.087822357316
2013-06-23T00:00:00.000Z,DRINK,86616.0,85391.52932874855,122311.8486109091,51505.14372971368
2013-06-24T00:00:00.000Z,DRINK,51104.0,56431.948890238906,89418.52200172095,21147.78003376984
2013-06-25T00:00:00.000Z,DRINK,46937.0,50337.22655510993,87239.6419956977,14876.747261706205
2013-06-26T00:00:00.000Z,DRINK,44572.0,50962.931583719204,86066.51053421659,18684.537529601606
2013-06-27T00:00:00.000Z,DRINK,41123.0,45195.127522688854,80946.70912306856,11304.816730524662
2013-06-28T00:00:00.000Z,DRINK,50383.0,52650.15955557585,86741.4136091826,17978.8125574948
2013-06-29T00:00:00.000Z,DRINK,81171.0,75844.70536038473,110996.81548336647,46108.89474558188
2013-06-30T00:00:00.000Z,DRINK,82040.0,88161.72938017063,125103.5158700165,55618.27154523014
2013-07-01T00:00:00.000Z,DRINK,59242.0,64478.80390848632,99037.7966606592,27019.87694596146
2013-07-02T00:00:00.000Z,DRINK,51657.0,56135.37752227645,88057.36320065836,20592.65484609172
2013-07-03T00:00:00.000Z,DRINK,48573.0,51826.82193756307,86466.30898754731,20372.364001852333
2013-07-04T00:00:00.000Z,DRINK,45862.0,46010.829835019584,79280.55798351903,10684.636116455107
2013-07-05T00:00:00.000Z,DRINK,50122.0,53357.71673651087,87029.46454413068,18828.338937155506
2013-07-06T00:00:00.000Z,DRINK,73381.0,76387.2579586638,111131.1826757205,41143.02610458095
2013-07-07T00:00:00.000Z,DRINK,74622.0,86795.31412582932,121803.56308587581,52676.49767065906
2013-07-08T00:00:00.000Z,DRINK,49749.0,57911.96701104185,90860.48044902674,22922.968885122522
2013-07-09T00:00:00.000Z,DRINK,44552.0,51731.80852596705,85250.33838580665,16390.682484079243
2013-07-10T00:00:00.000Z,DRINK,43514.0,52242.34191715256,85690.52180023401,16074.547345930992
2013-07-11T00:00:00.000Z,DRINK,41232.0,46369.310408978636,81077.85047147905,8990.012321138714
2013-07-12T00:00:00.000Z,DRINK,45887.0,53674.06915523675,89280.34701729272,21086.603687443207
2013-07-13T00:00:00.000Z,DRINK,70748.0,76618.00252745213,109464.57022062766,42586.424573547
2013-07-14T00:00:00.000Z,DRINK,69213.0,86948.24039527182,122406.98535947964,50338.448462670734
2013-07-15T00:00:00.000Z,DRINK,49598.0,59859.93828519659,96804.29882108724,26404.480088729113
2013-07-16T00:00:00.000Z,DRINK,46321.0,58823.8885652674,95140.50810194298,24275.19158956406
2013-07-17T00:00:00.000Z,DRINK,45976.0,57035.02887965462,90246.23006999737,21069.27199772113
2013-07-18T00:00:00.000Z,DRINK,42989.0,46218.845860781585,80557.0324259096,8179.752509114394
2013-07-19T00:00:00.000Z,DRINK,48246.0,53378.52756742638,85071.03457290087,17052.323800852384
2013-07-20T00:00:00.000Z,DRINK,71138.0,76132.7309916388,110875.53721299439,41929.76370516463
2013-07-21T00:00:00.000Z,DRINK,69215.0,86274.2112723102,122374.80840277385,51375.034528408374
2013-07-22T00:00:00.000Z,DRINK,48706.0,57205.762566117584,90546.20441228608,24628.060619132382
2013-07-23T00:00:00.000Z,DRINK,44403.0,50737.95327103597,85559.30526563866,17673.26285873823
2013-07-24T00:00:00.000Z,DRINK,44631.0,50893.098048087806,82947.18130333132,17127.309459157186
2013-07-25T00:00:00.000Z,DRINK,45525.0,44666.75872303856,79101.50235111194,9205.644871704506
2013-07-26T00:00:00.000Z,DRINK,52763.0,51538.478483299135,84821.66145119407,16077.14486804641
2013-07-27T00:00:00.000Z,DRINK,71689.0,73986.86434574408,106765.02222361008,37217.60039850409
2013-07-28T00:00:00.000Z,DRINK,70958.0,83821.68218024471,119920.81598047154,48610.90292789096
2013-07-29T00:00:00.000Z,DRINK,48547.0,54489.780574270444,86447.32918890975,19170.290161936537
2013-07-30T00:00:00.000Z,DRINK,45568.0,47736.22872804037,82348.53526755137,15366.990214331101
2013-07-31T00:00:00.000Z,DRINK,49838.0,49444.43033451138,84109.88759083614,17294.982352006096
2013-08-01T00:00:00.000Z,DRINK,58832.0,48189.40689486389,82890.16803838917,14315.524153761295
2013-08-02T00:00:00.000Z,DRINK,58105.0,52640.59777650538,86087.3634262616,17322.439454227206
2013-08-03T00:00:00.000Z,DRINK,76600.0,70032.57766783204,106449.34669605487,34318.44467304552
2013-08-04T00:00:00.000Z,DRINK,78674.0,79712.18424654253,114387.38800474162,42304.502148759064
2013-08-05T00:00:00.000Z,DRINK,55964.0,50332.693482800256,82383.14539027026,15765.737523701382
2013-08-06T00:00:00.000Z,DRINK,48861.0,43553.76211981959,77614.48832639719,11380.011011378567
2013-08-07T00:00:00.000Z,DRINK,51750.0,43465.586484157284,75952.38841333863,6051.37380252452
2013-08-08T00:00:00.000Z,DRINK,45223.0,37093.782829927346,71789.7097390216,1304.1907946512256
2013-08-09T00:00:00.000Z,DRINK,56994.0,43899.06453304255,77906.98850687745,8883.087798955492
2013-08-10T00:00:00.000Z,DRINK,72429.0,66795.40650820528,101187.80482621386,32337.70072102171
2013-08-11T00:00:00.000Z,DRINK,71491.0,76304.39987261893,112019.78286504195,41290.05186722842
2013-08-12T00:00:00.000Z,DRINK,51037.0,47333.60202473346,82160.77862802376,12922.855809783436
2013-08-13T00:00:00.000Z,DRINK,48492.0,41007.10890433696,73463.84970850105,8253.32283632918
2013-08-14T00:00:00.000Z,DRINK,47806.0,41419.91102622456,78463.08962065907,5577.086602295013
2013-08-15T00:00:00.000Z,DRINK,45997.0,37421.76726593144,72866.92723252927,4019.9407178523543
2013-08-16T00:00:00.000Z,DRINK,59161.0,49998.62145073194,85300.85975383327,16134.50563119113
2013-08-17T00:00:00.000Z,DRINK,73632.0,70849.42337594103,105103.96017261225,34530.444047453544
2013-08-18T00:00:00.000Z,DRINK,75026.0,76644.82663487397,110554.5236436289,40525.78360904524
2013-08-19T00:00:00.000Z,DRINK,54829.0,48385.839796966655,84271.34642730329,14120.046089008989
2013-08-20T00:00:00.000Z,DRINK,50801.0,42731.75010687868,78466.8920078149,6666.515091112236
2013-08-21T00:00:00.000Z,DRINK,49485.0,43803.87940596215,80306.28582921163,8849.464176408439
2013-08-22T00:00:00.000Z,DRINK,50756.0,38645.74668281959,75882.84978829305,6640.753924422586
2013-08-23T00:00:00.000Z,DRINK,51997.0,46631.358673263254,80584.35628304782,12001.467232513125
2013-08-24T00:00:00.000Z,DRINK,67660.0,70197.00511608082,102294.41173163436,33703.6316676294
2013-08-25T00:00:00.000Z,DRINK,71594.0,81301.12109994938,115417.6734400332,48037.56814258554
2013-08-26T00:00:00.000Z,DRINK,51180.0,53508.67580436587,88451.70133247419,20446.916712660204
2013-08-27T00:00:00.000Z,DRINK,48908.0,48238.59509344755,85294.01125818805,14064.930423351947
2013-08-28T00:00:00.000Z,DRINK,48631.0,49591.946036253525,85892.75246556636,16753.912346074154
2013-08-29T00:00:00.000Z,DRINK,45340.0,44619.5053274373,81092.23792775677,9079.81431300116
2013-08-30T00:00:00.000Z,DRINK,58691.0,52684.48058268523,86851.20804226084,16180.269501385961
2013-08-31T00:00:00.000Z,DRINK,84981.0,78023.02506864803,112717.77712710272,44770.51501010561
2013-09-01T00:00:00.000Z,DRINK,103265.0,94201.44220909178,128728.99205140283,59285.242944373436
2013-09-02T00:00:00.000Z,DRINK,69338.0,64094.32798086374,97014.44633967317,29777.680252039194
2013-09-03T00:00:00.000Z,DRINK,58184.0,53757.14241320478,87181.36132810677,19287.155092477216
2013-09-04T00:00:00.000Z,DRINK,56818.0,54758.83012139079,87550.62676892724,21124.843436990388
2013-09-05T00:00:00.000Z,DRINK,49568.0,49389.773482633784,82975.99926406077,11932.322641078561
2013-09-06T00:00:00.000Z,DRINK,52021.0,56979.587734159286,93469.85324566298,23604.190230884757
2013-09-07T00:00:00.000Z,DRINK,85849.0,79950.95368415547,115565.09785600824,45888.98512995053
2013-09-08T00:00:00.000Z,DRINK,93549.0,90375.90848062748,122393.16156914704,54314.92645264498
2013-09-09T00:00:00.000Z,DRINK,57483.0,61901.094731083416,96767.46491259222,29066.811699703907
2013-09-10T00:00:00.000Z,DRINK,46900.0,55762.73167645236,89350.26567605823,22287.47841643418
2013-09-11T00:00:00.000Z,DRINK,50787.0,56166.876866462466,89600.7405171388,23240.825607182906
2013-09-12T00:00:00.000Z,DRINK,45213.0,50215.48023933983,82345.78124433274,16107.049635704689
2013-09-13T00:00:00.000Z,DRINK,53085.0,57223.110321976004,91803.01858424969,22826.502433587644
2013-09-14T00:00:00.000Z,DRINK,82022.0,79644.42514357883,112802.40017262305,45525.84375696114
2013-09-15T00:00:00.000Z,DRINK,92721.0,91373.38298734429,125086.33760987392,59725.211307539204
2013-09-16T00:00:00.000Z,DRINK,58940.0,67660.68785460266,103250.53838710877,32092.645625987276
2013-09-17T00:00:00.000Z,DRINK,51380.0,58999.10857802223,94339.41178349806,25136.71173808509
2013-09-18T00:00:00.000Z,DRINK,49395.0,54320.62838349633,89512.3080771906,19451.930008764404
2013-09-19T00:00:00.000Z,DRINK,43939.0,48139.96978409977,81604.52152500386,15286.129580675928
2013-09-20T00:00:00.000Z,DRINK,53457.0,54980.399870966954,90483.6383833529,19993.572257998978
2013-09-21T00:00:00.000Z,DRINK,85674.0,77302.52312942305,111327.1959492255,43278.78773022645
2013-09-22T00:00:00.000Z,DRINK,92535.0,87207.01633120359,120522.77412200575,53875.60277827404
2013-09-23T00:00:00.000Z,DRINK,58727.0,58412.83535372798,94699.66356831643,23081.564487763128
2013-09-24T00:00:00.000Z,DRINK,47315.0,52045.215941367096,84912.72998581843,18122.050075534156
2013-09-25T00:00:00.000Z,DRINK,52627.0,52315.524193373465,84716.77583378142,17399.37103877966
2013-09-26T00:00:00.000Z,DRINK,45533.0,46362.27105533961,80497.37159310955,11101.825043051094
2013-09-27T00:00:00.000Z,DRINK,53837.0,53444.90780739532,87886.12767015137,17815.212874778495
2013-09-28T00:00:00.000Z,DRINK,81683.0,76015.8919554314,111419.30961296985,41223.833673669986
2013-09-29T00:00:00.000Z,DRINK,86186.0,86193.50741379094,120413.2215984476,50528.54810387816
2013-09-30T00:00:00.000Z,DRINK,50122.0,59516.273414746785,92407.82174076446,23311.207976006117
